Quality,Fibre,Count,Finish,Print,Coverage,Consum,Issued,Balance,Meters,Mesh,Rod,Speed,Hits,Color-hits,Viscosity,Machine
A132B148,CV,32,None,Reactive,6.23,64,90,26,2400,195.0,15.0,28.0,3,1,68.0,1.0
A132B148,CV,32,None,Reactive,7.89,88,100,12,2400,125.0,20.0,28.0,3,1,68.0,1.0
A132B148,CV,32,None,Reactive,4.17,53,80,27,2400,155.0,15.0,28.0,3,0,70.0,1.0
A140D722,SPC,40,None,Pigment,25.54,114,132,18,2930,165.0,6.0,25.0,3,3,80.0,1.0
A140D722,SPC,40,None,Pigment,5.0,38,60,22,2930,165.0,6.0,25.0,3,3,75.0,1.0
A140D722,SPC,40,None,Pigment,6.15,43,60,17,2930,165.0,6.0,25.0,3,2,78.0,1.0
116414,CT,16,None,Pigment,21.18,85,100,15,1820,125.0,15.0,30.0,3,1,71.0,1.0
116414,CT,16,None,Pigment,31.91,132,150,18,1820,125.0,15.0,30.0,3,3,73.0,1.0
116414,CT,16,None,Pigment,27.57,128,150,22,1820,125.0,15.0,30.0,3,3,80.0,1.0
13200046,CV,32,None,Reactive,62.38,3300,3400,100,30820,125.0,15.0,32.0,2,0,85.0,3.0
13200046,CV,32,None,Reactive,12.61,1040,1080,40,30820,125.0,12.0,32.0,2,1,70.0,3.0
13200046,CV,32,None,Reactive,26.61,1335,1370,35,30820,125.0,12.0,32.0,2,2,85.0,3.0
A132B147,CV,32,None,Reactive,36.57,1411,1440,29,16876,125.0,15.0,35.0,2,0,75.0,3.0
A132B147,CV,32,None,Reactive,21.32,823,840,17,16876,125.0,15.0,35.0,2,1,59.0,3.0
A132B147,CV,32,None,Reactive,7.13,221,240,19,16876,125.0,12.0,35.0,2,0,60.0,3.0
A132B147,CV,32,None,Reactive,14.25,567,600,33,16876,125.0,12.0,35.0,2,2,61.0,3.0
A132B147,CV,32,None,Reactive,17.52,576,600,24,16876,125.0,12.0,35.0,2,1,58.0,3.0
A160A742,JM,60,None,Reactive,55.71,74,92,18,538,155.0,15.0,32.0,1,1,72.0,3.0
A120C093,CV,20,None,Reactive,4.78,80,100,20,4270,165.0,10.0,30.0,3,0,68.0,2.0
A120C093,CV,20,None,Reactive,9.45,82,100,18,4270,155.0,12.0,30.0,3,3,65.0,2.0
A120C093,CV,20,None,Reactive,9.79,88,100,12,4270,155.0,12.0,30.0,3,1,75.0,2.0
A120C093,CV,20,None,Reactive,2.94,75,90,15,4270,155.0,10.0,30.0,3,2,70.0,2.0
A120C093,CV,20,None,Reactive,14.33,98,120,22,4270,155.0,10.0,30.0,3,3,65.0,2.0
132144,ST,32,Peach,Pigment,8.08,49,70,21,1841,195.0,10.0,75.0,0,0,80.0,2.0
A150C944,ST,50,None,Pigment,4.66,32,50,18,1025,195.0,8.0,40.0,0,0,80.0,2.0
132144,ST,32,Peach,Pigment,21.35,182,200,18,3455,165.0,8.0,50.0,0,0,90.0,2.0
A1400058,CT,40,None,Pigment,22.29,55,80,25,1790,165.0,8.0,40.0,1,0,70.0,2.0
A1400058,CT,40,None,Pigment,8.45,38,60,22,1790,125.0,8.0,40.0,1,0,68.0,2.0
A1400058,CT,40,None,Pigment,1.87,42,60,18,1790,155.0,12.0,40.0,1,1,75.0,2.0
13257,ST,32,None,Pigment,10.34,53,80,27,1270,165.0,10.0,30.0,2,1,75.0,2.0
13257,ST,32,None,Pigment,24.84,88,120,32,1270,125.0,10.0,30.0,2,1,70.0,2.0
13257,ST,32,None,Pigment,14.5,29,60,31,1270,125.0,12.0,30.0,2,1,95.0,2.0
13257,ST,32,None,Pigment,31.9,70,107,37,1270,125.0,12.0,30.0,2,2,84.0,2.0
13257,ST,32,None,Pigment,8.7,28,66,38,1270,125.0,12.0,30.0,2,1,76.0,2.0
A145A279,SPC,45,None,Discharge,4.0,80,100,20,4900,165.0,15.0,30.0,4,4,54.0,2.0
A145A279,SPC,45,None,Discharge,3.16,51,70,19,4900,165.0,12.0,30.0,4,2,70.0,2.0
A132A44,CV,32,None,Reactive,31.09,470,500,30,7325,125.0,12.0,40.0,2,2,76.0,2.0
132144,ST,32,Peach,Pigment,8.08,47,63,16,1740,195.0,8.0,45.0,0,0,32.0,2.0
A130D621,SPC,30,None,Pigment,8.5,78,100,22,2330,125.0,10.0,50.0,1,1,75.0,2.0
A120B045,FX,20,Peach,Pigment,100.0,72,100,28,415,125.0,12.0,30.0,2,2,65.0,2.0
A1400058,CT,40,None,Discharge,42.62,198,220,22,1930,125.0,8.0,35.0,1,1,,2.0
A1400058,CT,40,None,Discharge,7.45,36,50,14,1930,125.0,8.0,35.0,1,0,,2.0
A1400058,CT,40,None,Discharge,3.11,34,52,18,1930,125.0,8.0,35.0,1,1,,2.0
A160B684,CT,60,None,Pigment,1.84,22,40,18,1435,155.0,8.0,40.0,1,1,62.0,2.0
A160B684,CT,60,None,Pigment,2.09,18,40,22,1435,155.0,8.0,40.0,1,0,62.0,2.0
A160B684,CT,60,None,Pigment,6.33,30,50,20,1435,155.0,8.0,40.0,1,0,65.0,2.0
A160B684,CT,60,None,Pigment,1.84,22,50,28,2460,155.0,8.0,40.0,1,1,67.0,2.0
A160B684,CT,60,None,Pigment,2.09,24,50,26,2460,155.0,10.0,40.0,1,1,56.0,2.0
A160B684,CT,60,None,Pigment,6.33,29,50,21,2460,155.0,8.0,40.0,1,1,53.0,2.0
160A63,ST,60,None,Discharge,1.25,33,50,17,4563,195.0,8.0,50.0,0,0,52.0,2.0
160A63,ST,60,None,Discharge,0.16,27,40,13,4563,195.0,8.0,50.0,0,0,48.0,2.0
16000314,CT,60,None,Discharge,0.1,27,40,13,2650,155.0,8.0,30.0,1,0,80.0,2.0
16000314,CT,60,None,Discharge,0.26,18,40,22,2650,155.0,10.0,30.0,1,0,45.0,2.0
16000314,CT,60,None,Discharge,0.26,23,40,17,2650,165.0,8.0,30.0,1,1,47.0,2.0
A132B006,CT,32,Peach,Pigment,29.39,872,900,28,20200,125.0,12.0,40.0,5,0,101.0,2.0
A132B006,CT,32,Peach,Pigment,54.08,1565,1600,35,20200,125.0,12.0,40.0,5,5,65.0,2.0
A132B006,CT,32,Peach,Pigment,8.94,215,240,25,20200,125.0,10.0,40.0,5,5,80.0,2.0
A132B006,CT,32,Peach,Pigment,10.0,92,118,26,20200,125.0,10.0,40.0,5,2,75.0,2.0
140313,CT,40,None,Pigment,0.74,27,50,23,3100,165.0,12.0,30.0,0,0,82.0,2.0
140313,CT,40,None,Pigment,1.85,32,50,18,3100,125.0,12.0,30.0,0,0,75.0,2.0
140313,CT,40,None,Pigment,5.0,70,80,10,2940,165.0,6.0,80.0,4,4,135.0,2.0
A120C093,CV,20,None,Reactive,0.19,44,70,26,13430,195.0,20.0,27.0,2,1,64.0,1.0
A120C093,CV,20,None,Reactive,2.27,103,130,27,13430,195.0,20.0,27.0,2,2,60.0,1.0
A120C093,CV,20,None,Reactive,5.37,182,200,18,13430,195.0,15.0,27.0,2,1,55.0,1.0
A120C093,CV,20,None,Reactive,6.22,216,230,14,13430,195.0,20.0,27.0,2,0,70.0,1.0
A120C093,CV,20,None,Reactive,7.48,137,160,23,13430,125.0,20.0,27.0,2,0,67.0,1.0
A120C093,CV,20,None,Reactive,5.15,199,220,21,13430,125.0,12.0,27.0,2,0,80.0,1.0
140J17,ST,40,None,Pigment,28.24,131,153,22,2790,125.0,20.0,30.0,4,3,75.0,2.0
140117,ST,40,None,Pigment,37.31,262,287,25,2790,125.0,20.0,30.0,4,4,72.0,2.0
140117,ST,40,None,Pigment,32.22,167,185,18,2790,125.0,20.0,30.0,4,4,70.0,2.0
130C56,ST,30,None,Pigment,45.12,177,194,17,1717,165.0,6.0,70.0,2,2,100.0,2.0
A280A354,ST,40,None,Discharge,5.67,39,60,21,945,165.0,6.0,60.0,2,2,67.0,2.0
A145A387,PC,45,None,Pigment,28.6,274,300,26,7000,125.0,6.0,50.0,2,2,120.0,2.0
A132B147,CV,32,None,Reactive,0.75,100,120,20,23550,165.0,15.0,32.0,4,0,65.0,1.0
A132B147,CV,32,None,Reactive,18.93,750,780,30,23550,155.0,20.0,32.0,4,2,62.0,1.0
A132B147,CV,32,None,Reactive,3.33,155,170,15,23550,155.0,15.0,32.0,4,4,60.0,1.0
A132B147,CV,32,None,Reactive,5.63,220,240,20,23550,165.0,15.0,32.0,4,0,60.0,1.0
A132B147,CV,32,None,Reactive,2.75,150,170,20,23550,155.0,15.0,32.0,4,1,62.0,1.0
A132B147,CV,32,None,Reactive,4.16,180,200,20,23550,155.0,12.0,32.0,4,1,65.0,1.0
A132B147,CV,32,None,Reactive,3.24,200,240,40,23550,155.0,12.0,32.0,4,0,60.0,1.0
A132B147,CV,32,None,Reactive,6.05,340,360,20,23550,155.0,12.0,32.0,4,0,59.0,1.0
A132B147,CV,32,None,Reactive,9.85,200,240,40,23550,155.0,12.0,32.0,4,0,61.0,1.0
A132B147,CV,32,None,Reactive,20.37,570,600,30,23550,155.0,12.0,32.0,4,0,60.0,1.0
140313,CT,40,None,Pigment,5.0,46,56,10,2220,165.0,6.0,55.0,1,1,97.0,2.0
A145A279,SPC,45,None,Discharge,4.0,129,155,26,10537,165.0,8.0,35.0,2,2,65.0,2.0
A145A279,SPC,45,None,Discharge,3.16,120,140,20,10537,165.0,10.0,35.0,2,0,60.0,2.0
A132A901,ST,32,Peach,Pigment,8.89,435,451,16,27400,155.0,12.0,55.0,1,1,105.0,2.0
A132A901,ST,32,Peach,Pigment,48.0,1003,1032,29,13141,195.0,8.0,35.0,2,2,76.0,2.0
13257,ST,32,None,Pigment,1.71,30,50,20,2640,195.0,10.0,35.0,3,0,88.0,2.0
13257,ST,32,None,Pigment,2.54,28,50,22,2640,195.0,8.0,35.0,3,2,88.0,2.0
13257,ST,32,None,Pigment,2.25,27,50,23,2640,195.0,8.0,35.0,3,0,80.0,2.0
13257,ST,32,None,Pigment,7.11,56,80,24,2640,195.0,8.0,35.0,3,1,85.0,2.0
13257,ST,32,None,Pigment,16.19,117,140,23,2640,195.0,10.0,35.0,3,3,87.0,2.0
13257,ST,32,None,Pigment,66.56,193,220,27,2640,195.0,8.0,35.0,3,1,95.0,2.0
A145A279,SPC,45,None,Pigment,2.98,37,62,25,5540,155.0,10.0,50.0,1,1,82.0,2.0
A145A279,SPC,45,None,Pigment,1.28,23,50,27,5540,155.0,10.0,50.0,1,0,86.0,2.0
160A63,ST,60,None,Discharge,1.25,27,40,13,1039,195.0,8.0,50.0,1,1,53.0,2.0
160A63,ST,60,None,Discharge,0.16,23,40,17,1039,195.0,8.0,50.0,1,1,46.0,2.0
140313,CT,40,None,Discharge,4.93,67,83,16,5300,165.0,6.0,70.0,3,3,57.0,2.0
A2A0A621,CT,50,None,Pigment,0.74,32,60,28,2150,195.0,8.0,60.0,1,1,90.0,2.0
A120C093,CV,20,None,Pigment,0.27,19,60,41,16950,155.0,10.0,40.0,2,1,75.0,2.0
A120C093,CV,20,None,Pigment,3.03,76,120,44,16950,155.0,10.0,40.0,2,1,68.0,2.0
A120C093,CV,20,None,Pigment,0.33,18,60,42,16950,155.0,10.0,40.0,2,0,70.0,2.0
A120C093,CV,20,None,Pigment,3.35,122,150,28,16950,125.0,10.0,40.0,2,2,75.0,2.0
A120C093,CV,20,None,Pigment,2.88,86,120,34,16950,155.0,10.0,40.0,2,1,70.0,2.0
A120C093,CV,20,None,Pigment,4.93,157,200,43,16950,125.0,10.0,40.0,2,2,68.0,2.0
14015,CT,40,None,Pigment,7.77,33,50,17,960,165.0,8.0,50.0,0,0,105.0,2.0
130C56,ST,30,None,Pigment,23.74,83,110,27,1750,195.0,6.0,35.0,1,1,105.0,2.0
120H89,ST,20,Peach,Pigment,14.95,80,90,10,1253,195.0,8.0,50.0,3,3,65.0,2.0
A150D067,ST,50,None,Pigment,2.8,55,70,15,1600,195.0,12.0,45.0,3,3,80.0,2.0
A2A0A621,CT,50,None,Pigment,0.74,27,50,23,2260,195.0,8.0,40.0,2,2,80.0,2.0
120H89,ST,20,Peach,Pigment,14.95,68,85,17,1310,195.0,8.0,45.0,3,3,89.0,2.0
130K00,ST,30,None,Pigment,9.19,49,72,23,1625,195.0,6.0,35.0,1,1,95.0,2.0
A2A0A621,CT,50,None,Pigment,0.74,20,40,20,1975,195.0,8.0,50.0,1,1,89.0,2.0
130C56,ST,30,None,Pigment,45.12,181,186,5,1630,165.0,6.0,50.0,4,4,76.0,2.0
130176,CT,30,Peach,Pigment,51.0,137,166,29,1357,125.0,8.0,60.0,3,3,126.0,2.0
140313,CT,40,None,Discharge,1.01,14,40,26,1270,165.0,20.0,40.0,2,1,94.0,2.0
140313,CT,40,None,Discharge,5.36,21,40,19,1270,155.0,8.0,40.0,2,2,42.0,2.0
140313,CT,40,None,Discharge,0.95,20,40,20,1270,165.0,8.0,40.0,2,2,40.0,2.0
140324,ST,40,None,Pigment,1.95,35,50,15,970,195.0,8.0,30.0,3,1,61.0,2.0
140324,ST,40,None,Pigment,18.13,50,64,14,970,155.0,8.0,30.0,3,3,66.0,2.0
140324,ST,40,None,Pigment,62.36,111,173,62,970,125.0,10.0,30.0,3,3,59.0,2.0
140324,ST,40,None,Pigment,0.79,42,60,18,970,155.0,8.0,30.0,3,3,73.0,2.0
140324,ST,40,None,Pigment,5.82,27,50,23,970,155.0,8.0,30.0,3,2,80.0,2.0
140324,ST,40,None,Pigment,15.47,54,72,18,970,155.0,8.0,30.0,3,3,72.0,2.0
A160B684,CT,60,None,Pigment,1.84,31,50,19,2700,155.0,8.0,40.0,1,1,86.0,2.0
A160B684,CT,60,None,Pigment,2.09,27,50,23,2700,155.0,8.0,40.0,1,1,76.0,2.0
A160B684,CT,60,None,Pigment,6.09,33,50,17,2700,155.0,8.0,40.0,1,1,80.0,2.0
A160B684,CT,60,None,Pigment,1.84,26,50,24,2300,155.0,8.0,40.0,1,0,83.0,2.0
A160B684,CT,60,None,Pigment,2.09,32,50,18,2300,155.0,8.0,40.0,1,1,77.0,2.0
A160B684,CT,60,None,Pigment,6.09,29,50,21,2300,155.0,8.0,40.0,1,0,86.0,2.0
13200046,CV,32,None,Reactive,81.31,670,720,50,5380,155.0,15.0,30.0,1,1,71.0,3.0
13200046,CV,32,None,Reactive,3.73,55,80,25,5380,125.0,15.0,30.0,1,0,70.0,3.0
13200046,CV,32,None,Reactive,0.42,52,80,28,5380,125.0,15.0,30.0,1,0,68.0,3.0
13200046,CV,32,None,Reactive,11.39,98,120,22,5380,125.0,12.0,30.0,1,0,65.0,3.0
13200046,CV,32,None,Reactive,2.43,62,90,28,5380,125.0,12.0,30.0,1,0,66.0,3.0
13200046,CV,32,None,Reactive,2.95,88,110,22,5380,125.0,12.0,30.0,1,1,70.0,3.0
13200046,CV,32,None,Reactive,36.57,402,430,28,5200,125.0,15.0,33.0,1,1,70.0,3.0
13200046,CV,32,None,Reactive,7.95,78,100,22,5200,155.0,12.0,33.0,1,0,75.0,3.0
13200046,CV,32,None,Reactive,16.09,168,180,12,5200,155.0,12.0,33.0,1,0,78.0,3.0
13200046,CV,32,None,Reactive,7.17,91,110,19,5200,125.0,12.0,33.0,1,1,72.0,3.0
13200046,CV,32,None,Reactive,14.23,135,160,25,5200,155.0,12.0,33.0,1,1,80.0,3.0
13200046,CV,32,None,Reactive,17.51,153,180,27,5200,155.0,12.0,33.0,1,0,82.0,3.0
A132A901,ST,32,Peach,Reactive,8.89,228,240,12,12225,155.0,12.0,60.0,0,0,40.0,3.0
A140E042,CT,40,None,Reactive,34.85,160,182,22,1958,125.0,15.0,30.0,3,1,80.0,3.0
A140E042,CT,40,None,Reactive,67.94,271,300,29,1958,125.0,10.0,30.0,3,3,88.0,3.0
A132B148,CV,32,None,Reactive,0.23,47,60,13,15300,195.0,10.0,25.0,1,1,71.0,3.0
A132B148,CV,32,None,Reactive,2.15,112,120,8,15300,195.0,15.0,25.0,1,1,75.0,3.0
A132B148,CV,32,None,Reactive,3.97,139,150,11,15300,195.0,15.0,25.0,1,1,85.0,3.0
A132B148,CV,32,None,Reactive,6.23,152,170,18,15300,195.0,15.0,25.0,1,1,63.0,3.0
A132B148,CV,32,None,Reactive,7.89,226,236,10,15300,125.0,20.0,25.0,1,1,69.0,3.0
A132B148,CV,32,None,Reactive,4.17,164,180,16,15300,155.0,15.0,25.0,1,0,76.0,3.0
A132A901,ST,32,Peach,Reactive,8.89,247,270,23,15180,155.0,12.0,70.0,2,2,40.0,3.0
A130B609,V,30,None,Reactive,89.0,1070,1080,10,6833,125.0,15.0,30.0,3,3,70.0,3.0
A130B609,V,30,None,Reactive,6.34,144,160,16,6833,155.0,12.0,30.0,3,3,73.0,3.0
A130B609,V,30,None,Reactive,8.67,139,150,11,6833,155.0,10.0,30.0,3,0,90.0,3.0
A140A622,V,40,None,Reactive,48.94,140,170,30,1110,165.0,12.0,25.0,2,2,85.0,3.0
A140A622,V,40,None,Reactive,1.24,44,60,16,1110,155.0,15.0,25.0,2,2,87.0,3.0
A140A622,V,40,None,Reactive,4.05,45,60,15,1110,165.0,15.0,25.0,2,2,67.0,3.0
A140A622,V,40,None,Reactive,4.91,42,57,15,1110,165.0,15.0,25.0,2,2,72.0,3.0
A140A622,V,40,None,Reactive,7.79,41,60,19,1110,155.0,15.0,25.0,2,2,70.0,3.0
A140A622,V,40,None,Reactive,7.68,46,60,14,1110,155.0,20.0,25.0,2,2,70.0,3.0
A140A622,V,40,None,Reactive,8.99,48,69,21,1110,155.0,12.0,25.0,2,2,67.0,3.0
A140A622,V,40,None,Reactive,14.37,43,60,17,1110,155.0,15.0,25.0,2,2,70.0,3.0
A140A622,V,40,None,Reactive,3.25,45,60,15,1110,155.0,12.0,25.0,2,2,75.0,3.0
A140A622,V,40,None,Reactive,1.19,47,57,10,1110,125.0,12.0,25.0,2,2,75.0,3.0
A120C093,CV,20,None,Reactive,0.19,35,50,15,14800,125.0,20.0,30.0,1,0,87.0,1.0
A120C093,CV,20,None,Reactive,2.27,98,120,22,14800,195.0,20.0,30.0,1,0,87.0,1.0
A120C093,CV,20,None,Reactive,7.48,167,190,23,14800,195.0,15.0,30.0,1,1,88.0,1.0
A120C093,CV,20,None,Reactive,5.37,181,200,19,14800,195.0,20.0,30.0,1,0,88.0,1.0
A120C093,CV,20,None,Reactive,6.22,250,260,10,14800,125.0,20.0,30.0,1,0,73.0,1.0
A120C093,CV,20,None,Reactive,5.15,190,220,30,14800,125.0,12.0,30.0,1,1,87.0,1.0
14000756,CT,40,Peach,Discharge,1.05,25,40,15,2425,195.0,10.0,50.0,0,0,90.0,1.0
A120C093,CV,20,None,Reactive,3.37,23,50,27,1800,155.0,20.0,30.0,1,1,67.0,1.0
A120C093,CV,20,None,Reactive,6.44,29,50,21,1800,155.0,15.0,30.0,1,0,64.0,1.0
A120C093,CV,20,None,Reactive,7.35,34,50,16,1800,155.0,15.0,30.0,1,0,70.0,1.0
A120C093,CV,20,None,Reactive,3.14,24,50,26,1800,155.0,15.0,30.0,1,0,68.0,1.0
A120C093,CV,20,None,Reactive,2.54,26,40,14,1800,155.0,15.0,30.0,1,1,70.0,1.0
A120C093,CV,20,None,Reactive,8.7,34,50,16,1800,155.0,15.0,30.0,1,1,72.0,1.0
A120C093,CV,20,None,Reactive,11.88,36,60,24,1800,155.0,12.0,30.0,1,0,74.0,1.0
A120C093,CV,20,None,Reactive,11.14,33,50,17,1800,155.0,12.0,30.0,1,0,70.0,1.0
A120C093,CV,20,None,Reactive,49.58,155,180,25,1800,125.0,12.0,30.0,1,0,75.0,1.0
A120C093,CV,20,None,Reactive,4.08,30,50,20,1800,155.0,12.0,30.0,1,0,72.0,1.0
A150C944,ST,50,None,Pigment,15.59,50,69,19,700,125.0,8.0,35.0,3,1,90.0,1.0
A150C944,ST,50,None,Pigment,33.84,70,86,16,700,125.0,8.0,35.0,3,3,88.0,1.0
13200046,CV,32,None,Reactive,59.74,739,760,21,6400,125.0,15.0,35.0,3,3,86.0,1.0
13200046,CV,32,None,Reactive,0.79,35,60,25,6400,165.0,15.0,35.0,3,1,79.0,1.0
13200046,CV,32,None,Reactive,8.26,93,120,27,6400,155.0,15.0,35.0,3,0,82.0,1.0
13200046,CV,32,None,Reactive,14.5,186,210,24,6400,155.0,15.0,35.0,3,0,85.0,1.0
13200046,CV,32,None,Reactive,8.92,132,150,18,6400,125.0,15.0,35.0,3,0,86.0,1.0
13200046,CV,32,None,Reactive,2.06,61,80,19,6400,125.0,12.0,35.0,3,0,87.0,1.0
A132B147,CV,32,None,Reactive,36.57,1122,1150,28,13940,125.0,15.0,30.0,2,1,78.0,1.0
A132B147,CV,32,None,Reactive,21.32,682,700,18,13940,125.0,15.0,30.0,2,1,60.0,1.0
A132B147,CV,32,None,Reactive,7.13,185,200,15,13940,125.0,12.0,30.0,2,1,68.0,1.0
A132B147,CV,32,None,Reactive,14.25,399,420,21,13940,125.0,12.0,30.0,2,2,74.0,1.0
A132B147,CV,32,None,Reactive,17.52,464,480,16,13940,125.0,12.0,30.0,2,1,75.0,1.0
13000437,CV,30,Raise,Reactive,0.3,31,48,17,470,155.0,12.0,20.0,3,3,62.0,1.0
13000437,CV,30,Raise,Reactive,1.67,39,60,21,470,155.0,15.0,20.0,3,0,60.0,1.0
13000437,CV,30,Raise,Reactive,1.92,45,68,23,470,155.0,20.0,20.0,3,0,83.0,1.0
13000437,CV,30,Raise,Reactive,0.54,38,52,14,470,155.0,15.0,20.0,3,0,71.0,1.0
13000437,CV,30,Raise,Reactive,1.32,38,53,15,470,155.0,15.0,20.0,3,0,62.0,1.0
13000437,CV,30,Raise,Reactive,5.26,49,67,18,470,155.0,15.0,20.0,3,0,103.0,1.0
13000437,CV,30,Raise,Reactive,0.92,37,53,16,470,155.0,15.0,20.0,3,0,73.0,1.0
13000437,CV,30,Raise,Reactive,86.02,166,185,19,470,155.0,15.0,20.0,3,0,90.0,1.0
13000437,CV,30,Raise,Reactive,3.29,41,58,17,470,155.0,12.0,20.0,3,0,88.0,1.0
140324,ST,40,None,Pigment,2.19,25,40,15,1440,165.0,6.0,40.0,2,0,86.0,1.0
140324,ST,40,None,Pigment,62.61,102,120,18,1440,125.0,10.0,40.0,2,2,92.0,1.0
140324,ST,40,None,Pigment,2.66,25,40,15,1440,125.0,10.0,40.0,2,0,70.0,1.0
140324,ST,40,None,Pigment,1.39,23,40,17,1440,125.0,10.0,40.0,2,0,82.0,1.0
140324,ST,40,None,Pigment,0.93,26,40,14,1440,125.0,10.0,40.0,2,0,82.0,1.0
140324,ST,40,None,Pigment,8.03,35,50,15,1440,125.0,8.0,40.0,2,1,75.0,1.0
140324,ST,40,None,Pigment,7.57,38,50,12,1440,125.0,8.0,40.0,2,0,75.0,1.0
140324,ST,40,None,Pigment,2.92,24,40,16,1440,125.0,8.0,40.0,2,0,72.0,1.0
140324,ST,40,None,Pigment,0.7,22,40,18,1440,125.0,8.0,40.0,2,0,80.0,1.0
130K00,ST,30,Peach,Pigment,38.9,137,165,28,1740,165.0,8.0,45.0,3,3,78.0,1.0
130K00,ST,30,Peach,Pigment,34.42,103,120,17,1740,165.0,8.0,45.0,3,2,80.0,1.0
13000437,CV,30,Raise,Reactive,91.5,680,680,0,2800,125.0,15.0,25.0,3,2,68.0,1.0
13000437,CV,30,Raise,Reactive,0.24,33,53,20,2800,125.0,15.0,25.0,3,2,70.0,1.0
13000437,CV,30,Raise,Reactive,0.79,35,50,15,2800,125.0,15.0,25.0,3,1,75.0,1.0
13000437,CV,30,Raise,Reactive,0.62,33,50,17,2800,125.0,15.0,25.0,3,0,70.0,1.0
13000437,CV,30,Raise,Reactive,1.1,27,53,26,2800,155.0,15.0,25.0,3,3,72.0,1.0
13000437,CV,30,Raise,Reactive,0.48,30,50,20,2800,155.0,15.0,25.0,3,1,77.0,1.0
13000437,CV,30,Raise,Reactive,0.61,37,63,26,2800,155.0,15.0,25.0,3,1,78.0,1.0
13000437,CV,30,Raise,Reactive,0.61,49,66,17,2800,125.0,12.0,25.0,3,1,77.0,1.0
13000437,CV,30,Raise,Reactive,1.13,26,50,24,2800,155.0,12.0,25.0,3,1,80.0,1.0
13000437,CV,30,Raise,Reactive,0.12,42,60,18,2800,125.0,12.0,25.0,3,0,90.0,1.0
13000437,CV,30,Raise,Reactive,3.1,29,55,26,2800,125.0,10.0,25.0,3,0,80.0,1.0
A132B148,CV,32,None,Reactive,0.23,40,80,40,13500,195.0,10.0,30.0,1,0,65.0,1.0
A132B148,CV,32,None,Reactive,2.15,92,140,48,13500,195.0,15.0,30.0,1,0,70.0,1.0
A132B148,CV,32,None,Reactive,3.97,110,160,50,13500,195.0,15.0,30.0,1,1,77.0,1.0
A132B148,CV,32,None,Reactive,6.23,132,220,88,13500,195.0,15.0,30.0,1,0,65.0,1.0
A132B148,CV,32,None,Reactive,7.89,232,360,128,13500,125.0,15.0,30.0,1,1,50.0,1.0
A132B148,CV,32,None,Reactive,4.17,125,180,55,13500,155.0,15.0,30.0,1,0,68.0,1.0
132B147,CV,32,None,Reactive,0.75,40,50,10,5717,165.0,15.0,30.0,1,0,71.0,1.0
132B147,CV,32,None,Reactive,18.93,210,228,18,5717,155.0,20.0,30.0,1,0,80.0,1.0
132B147,CV,32,None,Reactive,3.33,72,80,8,5717,155.0,15.0,30.0,1,1,66.0,1.0
132B147,CV,32,None,Reactive,5.63,89,100,11,5717,165.0,15.0,30.0,1,0,76.0,1.0
132B147,CV,32,None,Reactive,2.75,67,70,3,5717,155.0,15.0,30.0,1,0,67.0,1.0
132B147,CV,32,None,Reactive,4.16,59,70,11,5717,155.0,12.0,30.0,1,0,62.0,1.0
132B147,CV,32,None,Reactive,3.24,62,70,8,5717,155.0,12.0,30.0,1,0,62.0,1.0
132B147,CV,32,None,Reactive,6.05,86,100,14,5717,155.0,12.0,30.0,1,1,74.0,1.0
132B147,CV,32,None,Reactive,9.85,104,120,16,5717,155.0,12.0,30.0,1,0,72.0,1.0
132B147,CV,32,None,Reactive,20.37,188,200,12,5717,155.0,12.0,30.0,1,0,70.0,1.0
A145A387,PC,45,None,Pigment,2.37,50,80,30,6700,165.0,6.0,50.0,3,3,80.0,2.0
A145A387,PC,45,None,Pigment,1.35,49,80,31,6700,165.0,6.0,50.0,3,2,78.0,2.0
A145A279,SPC,45,None,Pigment,1.48,102,130,28,20000,125.0,10.0,50.0,5,0,77.0,2.0
A145A279,SPC,45,None,Pigment,74.35,1809,1850,41,20000,125.0,10.0,50.0,5,5,70.0,2.0
16000173,CT,60,None,Pigment,13.1,47,66,19,1650,165.0,8.0,50.0,1,1,70.0,2.0
16000173,CT,60,None,Pigment,7.0,55,78,23,1650,165.0,6.0,50.0,1,1,69.0,2.0
A120C093,CV,20,None,Pigment,0.27,23,40,17,6136,155.0,12.0,40.0,1,0,75.0,2.0
A120C093,CV,20,None,Pigment,3.03,40,60,20,6136,155.0,10.0,40.0,1,0,68.0,2.0
A120C093,CV,20,None,Pigment,0.33,22,40,18,6136,155.0,10.0,40.0,1,0,70.0,2.0
A120C093,CV,20,None,Pigment,3.35,49,60,11,6136,125.0,10.0,40.0,1,1,75.0,2.0
A120C093,CV,20,None,Pigment,2.88,39,60,21,6136,155.0,10.0,40.0,1,1,70.0,2.0
A120C093,CV,20,None,Pigment,4.93,69,80,11,6136,125.0,10.0,40.0,1,0,68.0,2.0
16000173,CT,60,None,Pigment,13.1,29,53,24,1312,165.0,8.0,50.0,2,1,70.0,2.0
16000173,CT,60,None,Pigment,7.0,37,50,13,1312,165.0,6.0,50.0,2,2,80.0,2.0
130K00,ST,30,Peach,Pigment,16.96,82,92,10,1655,195.0,8.0,45.0,1,1,110.0,2.0
A145A279,SPC,45,None,Pigment,5.38,102,120,18,11985,125.0,10.0,50.0,0,0,77.0,2.0
